SMILES,COc1cccc(F)c1C(=O)N1CCOC(C#N)C1,Druglikeness 
C[NH2+]C(C1CCC(C)C(C)C1)C1([NH+](C)C)CCCCC1,C[NH2+]C(C1CCC(C)C(C)C1)C1([NH+](C)C)CCCCC1,-7.4423
COC1CCCN(c2ncccc2C#N)C1,COC1CCCN(c2ncccc2C#N)C1,-1.8335
Cc1ccc([N+](=O)[O-])cc1NC(=S)NC(=O)c1ccc(C(C)C)cc1,Cc1ccc([N+](=O)[O-])cc1NC(=S)NC(=O)c1ccc(C(C)C)cc1,-4.7315
COc1ccc(C(O)C(C)NC(=O)c2cccc(NC(C)=O)c2)cc1,COc1ccc(C(O)C(C)NC(=O)c2cccc(NC(C)=O)c2)cc1,2.7126
O=C(Nc1cnn(-c2ccc(C(=O)N3CCN(c4ncnc5ccccc45)CC3)cc2)c1)C1CCOC1,O=C(Nc1cnn(-c2ccc(C(=O)N3CCN(c4ncnc5ccccc45)CC3)cc2)c1)C1CCOC1,8.4567
N#Cc1ccc(SCC(O)CO)c(N)c1,N#Cc1ccc(SCC(O)CO)c(N)c1,-4.8516
O=C1C(NC(=O)N2CCC3CCCCC32)CCN1CCCc1ccccc1,O=C1C(NC(=O)N2CCC3CCCCC32)CCN1CCCc1ccccc1,1.2609
OC(c1ccc(Br)c2ccccc12)C1CCCOC1,OC(c1ccc(Br)c2ccccc12)C1CCCOC1,-9.3878
CC(C)(C)c1nc(CSCC(=O)Nc2cc(F)ccc2F)no1,CC(C)(C)c1nc(CSCC(=O)Nc2cc(F)ccc2F)no1,-1.6599
COC(=O)C1(OC)CCOCC1,COC(=O)C1(OC)CCOCC1,-5.8056
CC(C)(C)OC(=O)c1cccc(C(=O)NCC2CCOC2c2ccccc2)c1,CC(C)(C)OC(=O)c1cccc(C(=O)NCC2CCOC2c2ccccc2)c1,-22.118
CC(C)COc1ccccc1NC(=O)C(=O)N1CCCC(C)C1,CC(C)COc1ccccc1NC(=O)C(=O)N1CCCC(C)C1,2.361
O=C(NCCCN1CCCc2ccccc21)c1cn(C2CCCCCC2)nn1,O=C(NCCCN1CCCc2ccccc21)c1cn(C2CCCCCC2)nn1,-3.743
CC[NH+](CC)c1ccc(C=C2Oc3c(ccc(OCC(N)=O)c3C)C2=O)cc1,CC[NH+](CC)c1ccc(C=C2Oc3c(ccc(OCC(N)=O)c3C)C2=O)cc1,-0.40759
CC1CN(c2cc(CNC(=O)CCCC(C)(C)C)cc[nH+]2)CCO1,CC1CN(c2cc(CNC(=O)CCCC(C)(C)C)cc[nH+]2)CCO1,-3.1157
CCCc1n[nH]c(C2CN(Cc3nnnn3CCC)CCO2)n1,CCCc1n[nH]c(C2CN(Cc3nnnn3CCC)CCO2)n1,1.4095
Cc1ccncc1NC(=O)N(C)CC1CCC1,Cc1ccncc1NC(=O)N(C)CC1CCC1,1.7816
CCSc1nnc(SCC(=O)N(CC)CC)s1,CCSc1nnc(SCC(=O)N(CC)CC)s1,5.2722
O=C(CN(CC1CCCO1)C(=O)Cc1ccc(Cl)nc1)N1CCCC1,O=C(CN(CC1CCCO1)C(=O)Cc1ccc(Cl)nc1)N1CCCC1,3.6145
Cc1nn(C)cc1C(C)NC(=O)NC(c1ccccc1)C1CCCC1,Cc1nn(C)cc1C(C)NC(=O)NC(c1ccccc1)C1CCCC1,2.4783
COc1ccccc1Oc1cncc(C2CCCN(Cc3cn(C)nc3C)C2)n1,COc1ccccc1Oc1cncc(C2CCCN(Cc3cn(C)nc3C)C2)n1,4.4944
CCCn1cc[nH+]c1CC(O)C1CCc2ccccc2C1,CCCn1cc[nH+]c1CC(O)C1CCc2ccccc2C1,2.1791
CC1OCCC1C(=O)NC1CCC([NH3+])CC1,CC1OCCC1C(=O)NC1CCC([NH3+])CC1,1.4014
COCCCn1c(=S)[nH]c(=O)c2c(C(F)F)cc(C)nc21,COCCCn1c(=S)[nH]c(=O)c2c(C(F)F)cc(C)nc21,-0.75577
CCc1nc(C(C)NC(=O)C(C(C)C)n2cnc3cc(F)c(F)cc32)cs1,CCc1nc(C(C)NC(=O)C(C(C)C)n2cnc3cc(F)c(F)cc32)cs1,5.7322
N#Cc1ccc(O)c(NC(=O)c2cnc(Cc3ccccc3)s2)c1,N#Cc1ccc(O)c(NC(=O)c2cnc(Cc3ccccc3)s2)c1,-1.4898
CCNC(=O)Cn1c(-c2cccs2)noc1=O,CCNC(=O)Cn1c(-c2cccs2)noc1=O,1.0072
Cc1noc(C(C)[NH+]2CCC(C(=O)NCc3ccccc3)CC2)n1,Cc1noc(C(C)[NH+]2CCC(C(=O)NCc3ccccc3)CC2)n1,3.52
COc1ccc(OCc2nc(C)no2)c(C=CC(=O)[O-])c1,COc1ccc(OCc2nc(C)no2)c(C=CC(=O)[O-])c1,1.0784
O=C(NCc1cccnc1)c1cc(-c2ccncc2)nc2ccccc12,O=C(NCc1cccnc1)c1cc(-c2ccncc2)nc2ccccc12,1.295
Cc1ccc(OCCNC(=O)c2sccc2S(=O)(=O)N2CCOCC2)cc1,Cc1ccc(OCCNC(=O)c2sccc2S(=O)(=O)N2CCOCC2)cc1,1.4186
CC1=C(NC(=O)c2ccc(Cl)cc2)C(c2ccc(C)cc2)NC(=O)N1,CC1=C(NC(=O)c2ccc(Cl)cc2)C(c2ccc(C)cc2)NC(=O)N1,2.9298
Cn1nccc1CBr,Cn1nccc1CBr,-1.1992
CC=C(C)C(=O)N1CCC(C2(c3cccnc3)NC(=O)N(Cc3ccsc3)C2=O)CC1,CC=C(C)C(=O)N1CCC(C2(c3cccnc3)NC(=O)N(Cc3ccsc3)C2=O)CC1,4.2481
C[NH+](C)CCN1CCC([NH2+]Cc2ccc(-n3ccnc3)cc2)CC1,C[NH+](C)CCN1CCC([NH2+]Cc2ccc(-n3ccnc3)cc2)CC1,4.6731
Cc1onc(-c2cccc(Br)c2)c1C(=O)[O-],Cc1onc(-c2cccc(Br)c2)c1C(=O)[O-],-1.2961
CC1CCC(OCCC2CCCC2(C#N)NC(C)C)CC1,CC1CCC(OCCC2CCCC2(C#N)NC(C)C)CC1,-4.985
Cc1ccccc1CC(C)[NH2+]CCc1cccc(C(N)=O)c1,Cc1ccccc1CC(C)[NH2+]CCc1cccc(C(N)=O)c1,-0.79
Cc1ccc(C(C)OC(=O)c2ccc(N3CCNC3=O)cc2)cc1,Cc1ccc(C(C)OC(=O)c2ccc(N3CCNC3=O)cc2)cc1,2.2554
O=C(NCC1Cc2cccc(F)c2O1)c1ccccc1C(F)(F)F,O=C(NCC1Cc2cccc(F)c2O1)c1ccccc1C(F)(F)F,-4.782
COCCC(C)C(=O)Nc1ccc(Br)cc1,COCCC(C)C(=O)Nc1ccc(Br)cc1,1.1533
Cc1cnc(NC(=O)c2cn3c(C)cccc3n2)s1,Cc1cnc(NC(=O)c2cn3c(C)cccc3n2)s1,4.3393
COCCCN1CC(=O)N2C(CC3=c4ccccc4=[NH+]C3C2c2ccc(Br)cc2)C1=O,COCCCN1CC(=O)N2C(CC3=c4ccccc4=[NH+]C3C2c2ccc(Br)cc2)C1=O,3.709
CC(=O)N1CCc2cc(S(=O)(=O)NC3CC[NH+](Cc4ccccc4)CC3)ccc21,CC(=O)N1CCc2cc(S(=O)(=O)NC3CC[NH+](Cc4ccccc4)CC3)ccc21,4.6611
O=C(CN1CCn2nc(-c3ccc(Cl)cc3)cc2C1=O)NCc1cccs1,O=C(CN1CCn2nc(-c3ccc(Cl)cc3)cc2C1=O)NCc1cccs1,8.3244
Cc1ccc(SCC(O)C2CCc3cccnc32)cc1,Cc1ccc(SCC(O)C2CCc3cccnc32)cc1,-0.69516
Cc1cccc(-n2nc(Br)c(C(=O)[O-])n2)c1,Cc1cccc(-n2nc(Br)c(C(=O)[O-])n2)c1,-1.2527
CSc1cccc(NC(=O)COc2ccccc2[N+](=O)[O-])c1,CSc1cccc(NC(=O)COc2ccccc2[N+](=O)[O-])c1,-4.1414
CC[NH2+]CC(C)=Cc1ccc2c(c1)CCO2,CC[NH2+]CC(C)=Cc1ccc2c(c1)CCO2,-1.8277
O=C(Nc1cccc(C(=O)NC2CCCC2)c1)C1=CSCCO1,O=C(Nc1cccc(C(=O)NC2CCCC2)c1)C1=CSCCO1,0.12333
CCCOc1ccccc1NC(=O)c1ccc(CN2C(=O)C3CCCN3C(=O)c3ccccc32)cc1,CCCOc1ccccc1NC(=O)c1ccc(CN2C(=O)C3CCCN3C(=O)c3ccccc32)cc1,5.9543
CC(NC1=NS(=O)(=O)c2ccccc21)C(=O)Nc1cccc2c1CCCC2,CC(NC1=NS(=O)(=O)c2ccccc21)C(=O)Nc1cccc2c1CCCC2,-1.0195
CC1(C)Cc2c(c(=S)nc(-c3ccccc3)n2CCOCCO)CO1,CC1(C)Cc2c(c(=S)nc(-c3ccccc3)n2CCOCCO)CO1,-2.444
c1ccc(-n2ccc(CNCCc3cn4c([nH+]3)CCCC4)n2)cc1,c1ccc(-n2ccc(CNCCc3cn4c([nH+]3)CCCC4)n2)cc1,1.9281
COc1ccc(-n2nc(C(=O)N(C)C(C)Cc3cccs3)cc2C)cc1,COc1ccc(-n2nc(C(=O)N(C)C(C)Cc3cccs3)cc2C)cc1,9.1933
CC(C)COc1ccc(C(=O)NC#N)cc1,CC(C)COc1ccc(C(=O)NC#N)cc1,-2.0893
COc1ccc(CCC(=O)N2CCN(S(=O)(=O)c3ccc(Cl)c4nonc34)CC2)cc1OC,COc1ccc(CCC(=O)N2CCN(S(=O)(=O)c3ccc(Cl)c4nonc34)CC2)cc1OC,7.552
CCOC(=O)C1(C)CCN(C(=O)NCC(c2cccnc2)C(C)C)CC1,CCOC(=O)C1(C)CCN(C(=O)NCC(c2cccnc2)C(C)C)CC1,3.1103
CCC(=O)Nc1cccc(NC(=O)c2oc3c(c2C)C(=O)CCC3)c1,CCC(=O)Nc1cccc(NC(=O)c2oc3c(c2C)C(=O)CCC3)c1,-0.80484
CC(c1nc2ccccc2s1)[NH+](C)CC(=O)NC(=O)NCC(F)(F)F,CC(c1nc2ccccc2s1)[NH+](C)CC(=O)NC(=O)NCC(F)(F)F,-3.9117
CC1CC1NC(=O)N(CCC(F)(F)F)C1CCC1,CC1CC1NC(=O)N(CCC(F)(F)F)C1CCC1,-8.4133
Nc1cncnc1NCC1CCC1,Nc1cncnc1NCC1CCC1,0.21351
Cc1nc2c(c(=O)[nH]1)CN(C(=O)c1cc(COc3cccc(F)c3)[nH]n1)C2,Cc1nc2c(c(=O)[nH]1)CN(C(=O)c1cc(COc3cccc(F)c3)[nH]n1)C2,6.1012
COc1cc2c(cc1OC)CCN(C(=O)c1cnn(C)c1C)CC2,COc1cc2c(cc1OC)CCN(C(=O)c1cnn(C)c1C)CC2,7.4456
Cc1ccc(OC(C)c2[nH]nc(C)c2C(=O)NN)cc1,Cc1ccc(OC(C)c2[nH]nc(C)c2C(=O)NN)cc1,-1.52
O=C(NCc1ccccc1F)c1ccc(S(=O)(=O)C2CCS(=O)(=O)C2)cc1,O=C(NCc1ccccc1F)c1ccc(S(=O)(=O)C2CCS(=O)(=O)C2)cc1,-0.72342
CC(C)C(CO)NS(=O)(=O)C(C)C,CC(C)C(CO)NS(=O)(=O)C(C)C,1.7893
CCC1CCC2(CC1)NC(=O)N(CC(=O)NC1CCCCC1C)C2=O,CCC1CCC2(CC1)NC(=O)N(CC(=O)NC1CCCCC1C)C2=O,1.5596
COCC(=O)Nc1ccc(-c2noc(C3CCCN3Cc3[nH]cc[nH+]3)n2)cn1,COCC(=O)Nc1ccc(-c2noc(C3CCCN3Cc3[nH]cc[nH+]3)n2)cn1,4.837
Cc1cc(C(=O)N2CC(O)CC2c2cc(F)ccc2F)ccc1[N+](=O)[O-],Cc1cc(C(=O)N2CC(O)CC2c2cc(F)ccc2F)ccc1[N+](=O)[O-],-1.8069
Nc1cn2ccnc2c(C2CC2)n1,Nc1cn2ccnc2c(C2CC2)n1,2.4127
CN(Cc1nccs1)S(=O)(=O)c1ccc(C#N)cc1,CN(Cc1nccs1)S(=O)(=O)c1ccc(C#N)cc1,-2.2595
CC1CN(C(=O)C2COc3ccccc32)CC1N1CCOCC1,CC1CN(C(=O)C2COc3ccccc32)CC1N1CCOCC1,4.1562
CC(C)[NH+](CCNC(=O)c1ccn(-c2ccccc2)n1)C(C)C,CC(C)[NH+](CCNC(=O)c1ccn(-c2ccccc2)n1)C(C)C,5.2344
COCc1ccc(C(=O)N(C)c2ccc(Oc3ccccc3)cc2)cc1,COCc1ccc(C(=O)N(C)c2ccc(Oc3ccccc3)cc2)cc1,1.9885
CCn1nc(C(=O)NCCCOC2CCCc3ccccc32)ccc1=O,CCn1nc(C(=O)NCCCOC2CCCc3ccccc32)ccc1=O,2.1369
CC(C)n1nnnc1-c1cccc(C(=O)NCc2nc3ccccc3n2Cc2ccccc2)c1,CC(C)n1nnnc1-c1cccc(C(=O)NCc2nc3ccccc3n2Cc2ccccc2)c1,2.7684
CCC[NH2+]C(Cc1nc2ccccc2n1C)C1CCCC1,CCC[NH2+]C(Cc1nc2ccccc2n1C)C1CCCC1,-0.58032
CCC(=O)N1CCC([NH2+]CC(O)c2ccc(F)cc2)CC1,CCC(=O)N1CCC([NH2+]CC(O)c2ccc(F)cc2)CC1,2.7927
COC(C)C(=O)NC1CCc2[nH+]c(C)cn2C1,COC(C)C(=O)NC1CCc2[nH+]c(C)cn2C1,3.7121
CCNc1ncc(CN2C(=O)CN(C)C2=O)s1,CCNc1ncc(CN2C(=O)CN(C)C2=O)s1,4.52
CNC(=O)CC(C[NH3+])N(C)C(C)C,CNC(=O)CC(C[NH3+])N(C)C(C)C,2.7874
COC(=O)C(NC(=O)c1c[nH]c2cccc(F)c12)C(C)(C)C,COC(=O)C(NC(=O)c1c[nH]c2cccc(F)c12)C(C)(C)C,-11.271
CC(=O)N(C1CC1)C1CC[NH+](CCO)C1,CC(=O)N(C1CC1)C1CC[NH+](CCO)C1,1.9589
Cc1cccc2sc(N(CC3CCCO3)C(=O)CSc3ccccc3)nc12,Cc1cccc2sc(N(CC3CCCO3)C(=O)CSc3ccccc3)nc12,2.179
C[NH+](C)C1CCN(CC(=O)N2CCC(Cc3ccc(F)cc3)CC2)C1,C[NH+](C)C1CCN(CC(=O)N2CCC(Cc3ccc(F)cc3)CC2)C1,2.8499
COc1cccc(C(C)CC(=O)NNc2cc(OC)ccc2Cl)c1,COc1cccc(C(C)CC(=O)NNc2cc(OC)ccc2Cl)c1,0.67705
O=C1C(Nc2ncc(Br)cn2)CCCN1Cc1ccccc1,O=C1C(Nc2ncc(Br)cn2)CCCN1Cc1ccccc1,2.8136
COc1ccc(S(=O)(=O)N2CCN(N)CC2)cc1,COc1ccc(S(=O)(=O)N2CCN(N)CC2)cc1,1.7769
Cc1cccnc1NC(=O)NC(=O)COc1cc(Cl)c(Cl)cc1Cl,Cc1cccnc1NC(=O)NC(=O)COc1cc(Cl)c(Cl)cc1Cl,1.5758
Cc1cccc[n+]1CC(=O)Nc1ccc(N=Nc2ccccc2)cc1,Cc1cccc[n+]1CC(=O)Nc1ccc(N=Nc2ccccc2)cc1,-4.235
CCOc1ccc(CC(=O)Nc2ccc(S(N)(=O)=O)c(C)c2)cc1,CCOc1ccc(CC(=O)Nc2ccc(S(N)(=O)=O)c(C)c2)cc1,-1.3426
CN(C(=O)NCCn1cccc1)C1CCN(c2ccccc2)C1=O,CN(C(=O)NCCn1cccc1)C1CCN(c2ccccc2)C1=O,5.9519
CCc1noc(C)c1C(=O)Nc1ccc2ccccc2c1,CCc1noc(C)c1C(=O)Nc1ccc2ccccc2c1,2.5607
Cc1ccccc1OCC(=O)NC(=S)NNC(=O)c1ccccc1C,Cc1ccccc1OCC(=O)NC(=S)NNC(=O)c1ccccc1C,2.2378
CC1CCCCC12NC(=O)N(CN1CCOCC1)C2=O,CC1CCCCC12NC(=O)N(CN1CCOCC1)C2=O,0.65294
CC(=NNc1ccc([N+](=O)[O-])cc1[N+](=O)[O-])C1CC1,CC(=NNc1ccc([N+](=O)[O-])cc1[N+](=O)[O-])C1CC1,-2.9743
CCCC1=NN(c2ccc(Cl)c(F)c2)C(=O)C1,CCCC1=NN(c2ccc(Cl)c(F)c2)C(=O)C1,-0.017162
Oc1nc(N2CCN(c3ccccn3)CC2)nnc1Cc1ccc(Cl)cc1Cl,[O-]c1nc(N2CCN(c3cccc[nH+]3)CC2)nnc1Cc1ccc(Cl)cc1Cl,4.461
O=C(NCc1cccs1)NC(c1ccc(F)cc1)C1CCC1,O=C(NCc1cccs1)NC(c1ccc(F)cc1)C1CCC1,1.9033
CN(Cc1cc(Cl)cn1C)C(=O)CC(O)c1cccc(F)c1,CN(Cc1cc(Cl)cn1C)C(=O)CC(O)c1cccc(F)c1,4.433
O=C(c1cc2c(s1)CCCCC2)N1CCCSC1=NCc1ccccc1,O=C(c1cc2c(s1)CCCCC2)N1CCCSC1=NCc1ccccc1,0.16349
Cc1ccc(C[NH+](C)C(C)c2sc(C)nc2C)o1,Cc1ccc(C[NH+](C)C(C)c2sc(C)nc2C)o1,1.0433
CCc1nc2cc(NC(=O)C(=O)NCc3nc(C)c(C)s3)ccc2o1,CCc1nc2cc(NC(=O)C(=O)NCc3nc(C)c(C)s3)ccc2o1,0.66974
NC(=NO)C1CN(C(=O)C2CCCCO2)CCO1,NC(=NO)C1CN(C(=O)C2CCCCO2)CCO1,-0.59315
COc1ccccc1-c1ccc(C(C)NCCc2nc[nH]n2)cc1,COc1ccccc1-c1ccc(C(C)NCCc2nc[nH]n2)cc1,5.104
COCCn1cc(C(=O)NC(C)C)c(=O)c(C(=O)NC2CCCCCCC2)c1,COCCn1cc(C(=O)NC(C)C)c(=O)c(C(=O)NC2CCCCCCC2)c1,1.279
C[NH+](C)CCCNC(=O)c1cc(-c2cccc(Br)c2)nc2ccccc12,C[NH+](C)CCCNC(=O)c1cc(-c2cccc(Br)c2)nc2ccccc12,-0.76736
CC(C)C1(O)CN(S(=O)(=O)c2ccc3c(c2)CCC(=O)N3)CC1C,CC(C)C1(O)CN(S(=O)(=O)c2ccc3c(c2)CCC(=O)N3)CC1C,3.4941
COc1ccccc1NC(=O)COC(=O)c1cc(C(C)=O)n2ccccc12,COc1ccccc1NC(=O)COC(=O)c1cc(C(C)=O)n2ccccc12,4.5593
COC(=O)c1sc(NC(=O)c2ccc(S(=O)(=O)N3CC(C)OC(C)C3)cc2)c(C#N)c1C,COC(=O)c1sc(NC(=O)c2ccc(S(=O)(=O)N3CC(C)OC(C)C3)cc2)c(C#N)c1C,0.025843
O=C1CC(=O)Nc2cc(S(=O)(=O)NCc3ccc(F)cc3)ccc2N1,O=C1CC(=O)Nc2cc(S(=O)(=O)NCc3ccc(F)cc3)ccc2N1,0.28965
COc1ccc(NC(=O)CCNC(=O)c2n[nH]c3ccccc23)cc1,COc1ccc(NC(=O)CCNC(=O)c2n[nH]c3ccccc23)cc1,4.795
Cc1nonc1C1CCCN1C(=O)c1cn(-c2ccccc2)nn1,Cc1nonc1C1CCCN1C(=O)c1cn(-c2ccccc2)nn1,1.9529
COc1cc2cc(C#N)c(SCC(=O)c3ccc4c(c3)OCCO4)nc2cc1OC,COc1cc2cc(C#N)c(SCC(=O)c3ccc4c(c3)OCCO4)nc2cc1OC,-11.234
CCc1cccc(C)c1NC(=O)c1cccc(C)c1[N+](=O)[O-],CCc1cccc(C)c1NC(=O)c1cccc(C)c1[N+](=O)[O-],-4.7222
Cc1cccc(N2CC(C(=O)NNC(=S)Nc3ccccc3)CC2=O)c1C,Cc1cccc(N2CC(C(=O)NNC(=S)Nc3ccccc3)CC2=O)c1C,5.5803
Cc1cccn2cc(CNC(=O)CCc3ccc(F)cc3)[nH+]c12,Cc1cccn2cc(CNC(=O)CCc3ccc(F)cc3)[nH+]c12,0.038088
Cc1cc(C)nc(C(C#N)C(=O)C2CC(C)OC(C)C2)n1,Cc1cc(C)nc(C(C#N)C(=O)C2CC(C)OC(C)C2)n1,-2.4636
CC(=O)c1ccc(NS(=O)(=O)c2ccccc2C#N)cc1,CC(=O)c1ccc(NS(=O)(=O)c2ccccc2C#N)cc1,-3.6377
CCN(c1ccccc1C)S(=O)(=O)c1cc2c3c(c1)CC(=O)N3CCC2,CCN(c1ccccc1C)S(=O)(=O)c1cc2c3c(c1)CC(=O)N3CCC2,4.1037
CC(=O)Nc1ccc(Cl)c(C(=O)N(C)C(C)c2ccon2)c1,CC(=O)Nc1ccc(Cl)c(C(=O)N(C)C(C)c2ccon2)c1,6.1022
O=C([O-])C1CC(c2ccccc2C(F)(F)F)=NO1,O=C([O-])C1CC(c2ccccc2C(F)(F)F)=NO1,-5.0715
Cc1cc(C)c2nc(C3CC3)cc(C(=O)N(C)c3c(C)noc3C)c2c1,Cc1cc(C)c2nc(C3CC3)cc(C(=O)N(C)c3c(C)noc3C)c2c1,2.9821
C[NH+]=C(NCCNS(=O)(=O)c1ccccc1)N1CC(C)CC(C)C1,C[NH+]=C(NCCNS(=O)(=O)c1ccccc1)N1CC(C)CC(C)C1,-2.422
Cc1ccc(-n2nc(C)cc2NC(=O)C(=O)N2CCCC2)cc1,Cc1ccc(-n2nc(C)cc2NC(=O)C(=O)N2CCCC2)cc1,4.8538
CCC[NH2+]C(CC)c1ccn(CC2CN(C)CCO2)c1,CCC[NH2+]C(CC)c1ccn(CC2CN(C)CCO2)c1,5.6614
CN1C(=O)Cc2cc(-c3csc(NCC4CCC4)n3)ccc21,CN1C(=O)Cc2cc(-c3csc(NCC4CCC4)n3)ccc21,4.416
CC(C)NC(=O)C(=O)NNC(=O)c1cc(-c2ccco2)nn1-c1ccccc1,CC(C)NC(=O)C(=O)NNC(=O)c1cc(-c2ccco2)nn1-c1ccccc1,4.4057
CC(c1cccnc1)N(C)C(=O)NC1CCN(S(=O)(=O)C2CC2)CC1,CC(c1cccnc1)N(C)C(=O)NC1CCN(S(=O)(=O)C2CC2)CC1,7.5408
CCCN(CC1CC[NH2+]CC1)C(=O)c1ccccc1SC,CCCN(CC1CC[NH2+]CC1)C(=O)c1ccccc1SC,4.1999
N#CCC(=O)N1CCC(c2cc3nc(-c4cccs4)cc(C(F)(F)F)n3n2)C1,N#CCC(=O)N1CCC(c2cc3nc(-c4cccs4)cc(C(F)(F)F)n3n2)C1,-6.7124
Cc1[nH]c(=O)c(C(=O)N(Cc2cnn(C)c2)C(C)C)c(C)c1Cl,Cc1[nH]c(=O)c(C(=O)N(Cc2cnn(C)c2)C(C)C)c(C)c1Cl,7.1234
CN(C)S(=O)(=O)Nc1cccc(OCC(F)(F)F)c1,CN(C)S(=O)(=O)Nc1cccc(OCC(F)(F)F)c1,-5.719
COc1ccc(F)c(NC(=O)c2cccc(OC)c2F)c1,COc1ccc(F)c(NC(=O)c2cccc(OC)c2F)c1,-0.5825
Cc1ccc(NC(=O)NCC2(O)CCCCCC2)cc1,Cc1ccc(NC(=O)NCC2(O)CCCCCC2)cc1,-2.1639
Cc1ccc2nc(C)c(C(=O)NCc3nccn3Cc3ccccc3)cc2c1,Cc1ccc2nc(C)c(C(=O)NCc3nccn3Cc3ccccc3)cc2c1,3.0185
O=C1CSCN1CC(=O)N(C1CCCC1)C1CC1,O=C1CSCN1CC(=O)N(C1CCCC1)C1CC1,1.6948
CCOc1cc(C=C2N=C(c3cccs3)OC2=O)cc(Br)c1OC(C)=O,CCOc1cc(C=C2N=C(c3cccs3)OC2=O)cc(Br)c1OC(C)=O,-0.46385
O=C(NCCC1=CCCCC1)c1cc(=O)[nH]c2ccc(S(=O)(=O)N3CCCCCC3)cc12,O=C(NCCC1=CCCCC1)c1cc(=O)[nH]c2ccc(S(=O)(=O)N3CCCCCC3)cc12,-1.9511
COc1ccccc1Cn1c(SCc2ccccc2F)nc2nccnc2c1=O,COc1ccccc1Cn1c(SCc2ccccc2F)nc2nccnc2c1=O,1.9852
O=C(C1CCN(c2nccc(C(F)(F)F)n2)CC1)N1CCSCC1,O=C(C1CCN(c2nccc(C(F)(F)F)n2)CC1)N1CCSCC1,-1.35
CCN(CC)C(=O)CN1CCC[NH+](CC(=O)Nc2ccc(F)cc2F)CC1,CCN(CC)C(=O)CN1CCC[NH+](CC(=O)Nc2ccc(F)cc2F)CC1,4.0769
Cc1cn2c3c(=O)[nH]c(=O)n(C)c3nc2n1CCNc1ccccc1,Cc1cn2c3c(=O)[nH]c(=O)n(C)c3nc2n1CCNc1ccccc1,4.9468
O=C(CN1C(=O)c2ccc([N+](=O)[O-])cc2C1=O)N1CCN(c2ccccc2F)CC1,O=C(CN1C(=O)c2ccc([N+](=O)[O-])cc2C1=O)N1CCN(c2ccccc2F)CC1,0.45632
CC(O)CC(CNC(=O)c1ccon1)c1ccccc1,CC(O)CC(CNC(=O)c1ccon1)c1ccccc1,1.7156
CC1Sc2ccc(Cl)cc2C(=O)C1=CN(C)C,CC1Sc2ccc(Cl)cc2C(=O)C1=CN(C)C,3.8773
O=C(CCS(=O)(=O)Cc1ccc(Cl)cc1Cl)Nc1ccc(F)cc1,O=C(CCS(=O)(=O)Cc1ccc(Cl)cc1Cl)Nc1ccc(F)cc1,-1.43
CC(C)c1cc(NC(=O)CC(C)C(C)C)[nH]n1,CC(C)c1cc(NC(=O)CC(C)C(C)C)[nH]n1,-2.3043
O=C1C(=O)N(C2CCCC2)C(=O)N1Cc1cn(-c2ccccc2)nc1-c1ccc(Cl)cc1,O=C1C(=O)N(C2CCCC2)C(=O)N1Cc1cn(-c2ccccc2)nc1-c1ccc(Cl)cc1,1.8249
CC([NH2+]CC1(O)CCCCC1)c1nc2ccc(Cl)cc2n1C,CC([NH2+]CC1(O)CCCCC1)c1nc2ccc(Cl)cc2n1C,-1.8069
COCc1c(C(=O)Nc2ccc(OC)cc2OC)sc2cccc(F)c12,COCc1c(C(=O)Nc2ccc(OC)cc2OC)sc2cccc(F)c12,1.1015
COCC(=O)Nc1cccc(Cl)c1N1CCOCC1,COCC(=O)Nc1cccc(Cl)c1N1CCOCC1,2.4013
O=C([O-])c1ccccc1SC1CCOC2(CCCCC2)C1,O=C([O-])c1ccccc1SC1CCOC2(CCCCC2)C1,-3.3673
CCc1cccc(C)c1NC(=O)c1cc([N+](=O)[O-])ccc1OC,CCc1cccc(C)c1NC(=O)c1cc([N+](=O)[O-])ccc1OC,-4.5987
Cc1csc(C(=O)NNC(=O)Cc2ccccc2)c1,Cc1csc(C(=O)NNC(=O)Cc2ccccc2)c1,3.6878
CN1CCOC(COc2ccc(C#CCCCl)c(F)c2)C1,CN1CCOC(COc2ccc(C#CCCCl)c(F)c2)C1,-2.5177
CC(C)(C)OC(=O)C1CSC(=O)N1,CC(C)(C)OC(=O)C1CSC(=O)N1,-23.372
O=C(NC1CCCOC1)c1ccc(OCc2ccccn2)cc1,O=C(NC1CCCOC1)c1ccc(OCc2ccccn2)cc1,-5.1552
COc1ccccc1NCC(=O)Nc1ccc(OC)c2ncccc12,COc1ccccc1NCC(=O)Nc1ccc(OC)c2ncccc12,1.6995
Cc1n[nH]c(C)c1CCC(=O)Nc1ccc(C[NH+]2CCC(C)CC2)cc1,Cc1n[nH]c(C)c1CCC(=O)Nc1ccc(C[NH+]2CCC(C)CC2)cc1,2.5624
O=C(C1CC1)N1CCCC(NCc2cc(=O)c3cc(F)ccc3[nH]2)C1,O=C(C1CC1)N1CCCC(NCc2cc(=O)c3cc(F)ccc3[nH]2)C1,4.3099
CCOc1ccc(S(=O)(=O)c2cn(CC(=O)Nc3ccc(C)cc3)c3ccc(F)cc3c2=O)cc1,CCOc1ccc(S(=O)(=O)c2cn(CC(=O)Nc3ccc(C)cc3)c3ccc(F)cc3c2=O)cc1,0.83393
